LU,Text
cher," je dis presque, parce que je veux l' emporter sur elle, en ce point, et vous prier d' être persuadée que je suis plus que personne avec une tendre amitié et un profond respect Madame et tres chere amie (DUPLESSIS_LETTRE,3.177.1123) "
cher," Madame et très chère amie, Ce n' est pas a vous a qui je dois faire des reproches quand vos cheres lettres ne viennent pas jusqu' à moy mais a M‹r› et a M‹e› Demus, qui no‹s› envoye nos commissions sans vous avertir, et qui par là, me prive d' une de mes plus douces consolations, (DUPLESSIS_LETTRE,3.177.1152) "
cher," Vous me permettrez s' il vo‹s› plait ma très chère amie d' as÷surer de mes respects M‹r› homassel et M‹e› son Epouse, M‹r› hecquet a qui je souhaite une parfaite santé, et de saluer tous vos chers enfans, particulierement M‹elle› Manon, (DUPLESSIS_LETTRE,3.179.1195) "
cher," Madame et très chere amie J' ay reçu cette année une de vos aimables lettres qui m' apporte toujours un nouveau plaisir, (DUPLESSIS_LETTRE,3.228.1280) "
cher," c' en est un bien considérable ma chere amie, que d' avoir pourvu aussy avantageusement Mesdemoiselles vos filles, et de leur avoir trouve des Epoux vertueux, dans un temps ou la corruption des mœurs est si commune, (DUPLESSIS_LETTRE,3.228.1283) "
cher," on nous mande des merveilles de ce cher frère, (DUPLESSIS_LETTRE,3.230.1359) "
cher," je salue vos chers enfans mariez, et en particulier ceux qui ne le sont pas, (DUPLESSIS_LETTRE,3.234.1462) "
cher," Il faut encore vous dire ma chere amie qu' on vient depuis peu de jours de découvrir une mine d' argent a 15 ou 16 lieues de Québec, (DUPLESSIS_LETTRE,236.1543) "
cher," vous voyez ma chere amie combien nous sommes exposées et que nô· voyons de subir un martyre de la charité, (DUPLESSIS_LETTRE,3.284.1624) "
cher," et le salue tres humble÷ment et M‹lle› vôtre fille et en un mot tous ceux qui vous appartiennent, que je chéris singulièrement étant toujours avec les mêmes sentiments de tendresse d| estime et de respect Madame et très chere amie, (DUPLESSIS_LETTRE,3.286.1681) "
cher," toute ma peine est de ne pouvoir vô· envoyer la seule petite chose que ce païs produit qui vous peut être utile, pour conserver votre chere santé. (DUPLESSIS_LETTRE,3.287.1720) "
cher," vous pensez bien ma chere amie que cet ouvrage m| a causé bien du mouvement EOS (DUPLESSIS_LETTRE,3.287.1730) "
cher," quoy=qu| elle partage mes sentiments, elle ne diminue rien de la tendresse et du respect avec lesquels je veux toujours etre Madame et très chere amie, Vôtre tres humble et très obeïssante servante Sr Duplessis de Ste=helene Dépositaire des pauvres de l' hôtel Dieu de Québec (DUPLESSIS_LETTRE,3.288.1745) "
cher," mille assurance de respects a Monsieur homassel et a Monsieur vôtre Epoux et a toute votre chere famille qui augmente con÷sidérablement a Paris. (DUPLESSIS_LETTRE,3.288.1750) "
cher," Madame et tres chere amie, J' ay toujours pris beaucoup de part a toutes vos tra÷verses, parce que la tendre amitié que je vous ay vouée des mon enfance m| a renduë sensible a tout ce qui vous touche, (DUPLESSIS_LETTRE,3.288.1778) "
cher," il ne vous manquera pas ma très chere amie; (DUPLESSIS_LETTRE,3.288.1785) "
cher," espérons donc ma chere amie que le seigneur tirera sa gloire et nôtre salut de ce qui excite aujourd’hui nos larmes, (DUPLESSIS_LETTRE,3.289.1794) "
cher," je vous plains cependant beaucoup ma chere amie EOS (DUPLESSIS_LETTRE,3.289.1798) "
cher," celle cy y met le comble, parce qu| elle vous touche de plus pres regardant une personne qui vous est si chere EOS (DUPLESSIS_LETTRE,3.289.1803) "
cher," voyez ma chere amie comment une R‹se› doit accorder cela, avec la paix de son état, (DUPLESSIS_LETTRE,3.290.1823) "
cher," on ne peut être avec plus de tendresse et de respect que moy Madame et tres chere amie, (DUPLESSIS_LETTRE,3.290.1835) "
cher," tout est cher icy EOS (DUPLESSIS_LETTRE,3.290.1849) "
cher," Madame et tres chere amie Autant vos cheres lettres me font de plaisir, autant je suis sensible a ce qu' elle m' apprennent qui peut vous faire de la peine, (DUPLESSIS_LETTRE,3.291.1874) "
cher," tachons ma chere amie de pratiquer cette maxime de l' évangile, (DUPLESSIS_LETTRE,3.291.1879) "
cher," le meil÷leur remede a tout, c' est de se soumettre a Dieu comme vous faite ma chere amie, (DUPLESSIS_LETTRE,3.291.1885) "
cher," Permettez moy d' assurer de mes respects Monsieur votre pere et de saluer tous vos chers enfants, (DUPLESSIS_LETTRE,3.292.1910) "
cher," ne doutez point de la continuation de la mienne et de la tendre amitié et du respectueux attachement avec lequel je suis Madame et tres chere amie Vôtre tres humble et tres obeissante servante (DUPLESSIS_LETTRE,3.293.1938) "
cher," Madame et tres chere amie Plus je vois Dieu vous afflige, plus vous me devenez chere, parce que je ne doute point que les peines qu' il vous envoye ne vous approche de luy, et ne vous fasse mériter une plus glorieuse couronne dans le Ciel ou vous aspirez, (DUPLESSIS_LETTRE,3.293.1972) "
cher," vos enfants ma tres chere amie ne sont ils pas des Dépots que Dieu vous confie, et qui luy appartienne EOS (DUPLESSIS_LETTRE,3.293.1975) "
cher," ne serez vous pas bien aise de les ou vous avez lieu de croire que cette chere fille est placée, (DUPLESSIS_LETTRE,3.294.1978) "
cher," et de combien pen÷sez vous ma chere amie que ceux qui nous quitte, nous devancent, (DUPLESSIS_LETTRE,3.294.1979) "
cher," il me semble même ma chere amie que quoy=que tous vos autres enfants me soient chers celle cy me le devoit être davantage EOS (DUPLESSIS_LETTRE,3.294.1985) "
cher," et je puis vous promettre que je ne l' oublieray point dans mes prières, et que je luy en procureray d' autres plus ferventes que les miennes pour vous ma chere amie, (DUPLESSIS_LETTRE,3.294.1989) "
cher," jugez ma chere amie comment une Com‹te› qui n' est pas riche peut faire ses provisions. (DUPLESSIS_LETTRE,3.295.2025) "
cher," per÷mettez moy d' assurer de mes tres humbles respects Monsieur vôtre Père et de saluer tous vos chers enfans et ces 25 petits=enfants dont vous estes grande=mere, (DUPLESSIS_LETTRE,3.296.2044) "
cher," je ne puis mieux vous marquer combien je suis sincère÷ment avec une tendre estime et une respectueûse amitié Madame et tres chere amie, Votre tres humbre et tres obeissante servante, Sr· Duplessis de S‹te›=helene Sup‹re›· ind· de l' hotel Dieu de Québec (DUPLESSIS_LETTRE,3.296.2046) "
cher," Madame et tres chere amie Il ne faut pas que la privation ou nous sommes des nouvelles de france, m' empêche de vous en donner des miennes, et de vous dire combien je suis inquiètte de vous Madame quoy=que je me flatte que vous n' avez pas de nouveaux sujets d' afflictions, et que je vous connoisse assez chrêtienne pour profiter des croix que Dien ne vous envoye que pô, votre salut. (DUPLESSIS_LETTRE,3.296.2075) "
cher," pour mour moy ma chere amie je souhaite fort que la paix nous pré÷serve de leurs insultes, (DUPLESSIS_LETTRE,3.297.2097) "
cher," mais quelque peu de temps que j' aye, je n' ay pas voulu manquer a vous donner des preuves de la constance de mon amitié et de l' estime jointe au respect avec lequel je seray toujours, Madame ma chere amie Vôtre tres humble et tres obeïssante servante Sr· Duplessis de S‹te›=héléne, Sup‹re› ind· de l' hôtel=Dieu de Québec (DUPLESSIS_LETTRE,3.297.2106) "
cher," Madame et tres chere amie, Pour ne pas perdre l' occasion de vous écrire je pro÷fite du depart de deux vaisseaux, qu' on envoye d' icy en france porter des nouvelles du païs, les autres que nous attendions n| étant pas arrivez, quoy=que nous soyons au 10‹e› de 9‹bre›, (DUPLESSIS_LETTRE,3.298.2130) "
cher," pour moy je pense ma chere amie, que c' est parce que j' approche de ma véritable patrie, que la terre m' est si ennuyeuse EOS (DUPLESSIS_LETTRE,3.298.2138) "
cher," soyez persuadée ma très chere amie, que je ne puis vous oublier et que je seray toujours avec les mêmes sentiments de tendre amitié et de respect Madame et chère amie, Vôtre tres humble et tres obeissante servante S‹r› Duplessis de S‹te›=helene sup‹r› ind· de l' hotel Dieu de Québec (DUPLESSIS_LETTRE,3.299.2160) "
cher," le bien que vous m' en dites ma chere amie, s' accorde fort bien avec l| idée qui m' est restée de sa probité EOS (DUPLESSIS_LETTRE,3.300.2199) "
cher," que je vous trouveray heureuse ma chere amie si la providence vous conduit dans une sure et agréable retraite (DUPLESSIS_LETTRE,3.300.2206) "
cher," dites moy donc en détail toutes les circonstances de vôtre retraite, afin que je n' ignore rien de ce qui vous regarde puisque vos intérets me sont si chers EOS (DUPLESSIS_LETTRE,3.301.2220) "
cher," et je suis trop sincerement avec une respectueuse tendresse. Ma tres chere amie, Votre tres humble et tres obeïssante servante, S‹r› Duplessis de S‹te›=helene. Sup‹re› ind· de l' hôtel Dieu de Québec (DUPLESSIS_LETTRE,3.303.2265) "
cher," Permettez moy de saluer Madame Bourdeaux et toute votre chere famille, (DUPLESSIS_LETTRE,3.303.2273) "
cher," attachons nous donc a luy ma chere amie EOS (DUPLESSIS_LETTRE,3.304.2303) "
cher," je vous prie ma tres chere amie ne me laisser rien ignorer de ce qui, vous regarde EOS (DUPLESSIS_LETTRE,3.305.2353) "
cher," et ne doutez point de la part que j' y prend et de l' attachement avec lequel je suis tres sincerement avec beaucoup de respect Madame et tres chere amie Vôtre tres humble et tres obeïssante servante, S‹r›· Marie André de S‹te›=helene Duplessis sup· ind· de l' hotel Dieu de Québec (DUPLESSIS_LETTRE,3.305.2354) "
cher," et toutes deux No· vo· prions de saluer tous vos chers enfants, et petits÷enfants EOS (DUPLESSIS_LETTRE,3.305.2363) "
cher," tout ce qui vous appartient m' est cher. (DUPLESSIS_LETTRE,3.305.2364) "
cher," Madame et tres chere amie, Je serois parfaitement contente d' avoir eû de vos nou÷velles si vous l' etiez autant que je le souhaiterois de vôtre scitution EOS (DUPLESSIS_LETTRE,3.306.2394) "
cher," mais il est vray ma chere amie que ne sçachant pas dans quel quartier vous estes, je vous cherche dans les faux=bourg S‹t›·=Antoine, S‹t›·=Germain, et S‹t›·=honoré EOS (DUPLESSIS_LETTRE,3.306.2399) "
cher," le secret de la s‹teté› ma chere amie, n' est ni dans la paix ni dans le trou÷ble mais dans l' accomplissem‹t›· de la volonté de Dieu, (DUPLESSIS_LETTRE,3.306.2406) "
cher," et ce qui les distingue de ceux de leur profession, c' est qu' ils s' acquittoient de leurs de÷voirs comme Dieu vouloit puis donc qu' il n' a pas permis que vos chers enfants se chargeâsses de l' administration de vos biens, apparément qu' il veut que vous les gouver÷niez, comme une œconôme qui ne pretend que d' en ren÷dre un bon compte, (DUPLESSIS_LETTRE,3.307.2409) "
cher," et quand on est comme vous ma chere amie, bien pourvue des commoditez de la vie, on en peut faire un tres S‹t›· usage, (DUPLESSIS_LETTRE,3.307.2414) "
cher," trou÷verez vous bon ma chere amie que je vous parle si naïve÷ment, (DUPLESSIS_LETTRE,3.307.2419) "
cher," et me sera fort chere venant de vous (DUPLESSIS_LETTRE,3.307.2433) "
cher," mais en toute scituation je seray sans fin avec tendre amitié et respect, Madame et chere amie, Votre tres humble et tres obeïssante servante, S‹r›· Duplessis de S‹te›=helene, sup‹re› i· (DUPLESSIS_LETTRE,3.308.2446) "
cher," Madame et tres chere amie, Vous n' aurez point vos familles sauvages cette année premierement parce que pour les assortir il faut plusieurs choses que j' aurois eû de la peine a avoir en si peu de temps les vaisseaux devant partir un mois ou cinq se÷maines apres que les poupées m' ont été remises, (DUPLESSIS_LETTRE,3.355.2487) "
cher," Pour vous dire quelqu' autre chose du Canada ma chere amie on y avoit construit depuis quelques temps avec assez de succes plusieurs vaisseaux du Roy, (DUPLESSIS_LETTRE,3.356.2509) "
cher," et comme vous me marquez que vous voyez faire les balots qu' on adresse a M‹r›· Monier sous vos yeux, je me suis persuadée ma chere amie que vous êtiez chez un de M‹rs›· vos Gendres, avec vos petits=enfants que vous allez élever avec encore plus de tendresse que les vôtres EOS (DUPLESSIS_LETTRE,3.357.2528) "
cher," je suis avec une tendre et cons÷tante amitié et un profond respect. Madame et tres chere amie, Votre tres humble et tres obéïssante servante, S‹r› Duplessis de S‹te›=helene R‹se› h‹re› ind· de l' hôtel=Dieu de Quebec (DUPLESSIS_LETTRE,3.358.2555) "
cher," Madame et tres chere amie Vous aurez enfin vos sauvages cette année avec les petits assortiments que j' ay pû y joindre, (DUPLESSIS_LETTRE,4.33.2594) "
cher," j' ay d' autant plus de plai÷sir de vous les envoyer que je vois que vous les desirez par des motifs de pieté, et que vous voulez faire sentir a vos chers enfants les obligations qu' ils ont a Dieu de les avoir fait naitre dans le sein de la Religion, (DUPLESSIS_LETTRE,4.33.2595) "
cher," mais comme võ· scavez tirer d' excellentes refflexions de tout vous ferez remarquer a vos chers enfans, ce qui pourra exciter leur reconnoissance envers Dieu, ainsy qu' a ces bonnes Dames vos voisines, (DUPLESSIS_LETTRE,4.39.2765) "
cher," si vous estes contentes ma chere amie, et je le seray beau÷coup, si cela vous prouve l' envie que j' ay de vous faire plaisir, et combien je suis sincerement avec une tendre amitié et un profond respect, Madame et tres chere amie, Votre tres humble et tres obeissante servante S‹r› DUPLESSIS de S‹te›=helene. R‹se› h‹re› jud· de l' hôtel=Dieu de Quebec. (DUPLESSIS_LETTRE,4.41.2800) "
cher," Madame et tres chere amie, J' ay deja eu l' honneur de vous écrire une très ample lettre que vous recevrez avec les sauvages que je vous envoye, dans une caisse adressée a M‹r› Veissiere, négociant a la Rochelle pour la faire tenir a M‹r› Bourdeau de Paris qui vous la remettra, (DUPLESSIS_LETTRE,4.41.2835) "
cher," je souhaite ma tres chere amie que la vue de ces pauvres peuples rejouisse toutes les personnes a qui vous en avez fait fête, (DUPLESSIS_LETTRE,4.41.2836) "
cher," j' aurois dû plutôt vous remercier ma chere amie de la peine que vous avez prise de faire cher÷cher le livre que je souhaitois, (DUPLESSIS_LETTRE,4.42.2858) "
cher," il me parois ma chere amie qu' il vous en approche, puisqu' il vous afflige, (DUPLESSIS_LETTRE,4.43.2870) "
cher," je vous avoue que cela redouble mon estime et ma tendresse pour vous, parce que je croy que par ces dispositions vous de÷venez bien chere a Dieu, (DUPLESSIS_LETTRE,4.43.2874) "
cher," j' ay d| abord pensé a vous ma chere amie, (DUPLESSIS_LETTRE,4.43.2878) "
cher," ce qui doit nous consoler dans ces rencontres ma tres chere amie, c' est que nous suivrons bientôt les personnes que nous regrettons, et que les peines qui nous rendent la vie ennuyeuse prendrons fin, (DUPLESSIS_LETTRE,4.43.2882) "
