SentID,Corpus,LU,Frame,ID,Author,Title,Date,Century,Domain,Genre,Region,Form,Wordcount_Source,Text,Target1Start,Target1End,Target2Start,Target2End,Target3Start,Target3End
771,Frantext,depens,FR_Spending,Rabl:Pant,"Rabelais, François, ca. 1490-1553?.",Pantagruel,1532,16th,,roman,,,3112,"je , ( dist panurge ) , entreprens de entrer en leur camp par le meillieu des guardes et du guet , et bancqueter avec eulx et bragmader à leurs despens , sans estre congneu de nully , visiter l’ artillerie , les tentes de tous les capitaines , et me prelasser par les bandes , sans jamais estre descouvert . ",144,150,,,,
772,Frantext,depens,FR_Spending,TierL,"Rabelais, François, ca. 1490-1553?.",Le tiers livre.,1546,16th,,poesie,,,54784,"Je me contente des despens , puys que tant disertement nous as faict repetition sus le chapitre singulier de la caballe culinaire et monasticque . ",19,25,,,,
773,Frantext,depens,FR_Spending,BondP:NRecJdev,"Des Périers, Bonaventure, 1500?-1544?",Les nouvelles récréations et joyeux devis,1557,16th,,traite ou essai,,,92068,"Quand la mère eut entendu cette confession , et que , par tels moyens , elle devoit estre condamnée , elle supplia le juge d’ asseoir les despens sur sa fille , attendu qu’ elle avoit esté cause de ce procès .",138,144,,,,
774,Frantext,depens,FR_Spending,BenP:Este,"Poissenot, Bénigne",L'Esté,1583,16th,,roman,,,14576,"Ils appellent ce filet , qu’ ils tirent ainsi le boulesche , et est celui tenu des plus riches entre eux , qui a moien d’ en entretenir un ou deux , car le moindre vaut mille frans et sont coustumierement plus de cent apres un , à la solde et aux despens du maistre , qui ne les nourrit que de poisson , et leur donne quelque peu d’ argent pour nourrir leur mesnage , et envoie vendre sa maree aux villes circonvoisines , comme Tholose , Carcassone ,Narbonne , et Beziers : ",247,253,,,,
775,Frantext,depens,FR_Spending,MdNv:Hept,"Marguerite, Queen, consort of Henry II, King of Navarre, 1492-1549.",L'Heptaméron,1559,16th,,roman,,,182112,"et , en disant ces parolles , se print tant à rire , qu’ elle le suplia luy vouloir compter ce que c’ estoit , ce qu’ il feit tout du long , en luy monstrant la peau du loup que son varlet de chambre avoit apportée . et , après qu’ ilz eurent passé le temps aux despens des pauvres gens , s’ en allerent dormyr d’ aussi gratieux repos que les deux autres travaillerent la nuyct en paour et craincte que leur affaire fust revelé .",262,268,,,,
776,Frantext,depens,FR_Spending,Mont:Essais,"Montaigne, Michel Eyquem de",Les Essais,1595,16th,,essai,,,438631,"Varro , le plus subtil et le plus sçavant autheur Latin , en ses livres de la Theologie , escrit que le secrestin de Hercules , jectant au sort , d’ une main pour soy , de l’ autre pour Hercules , joua contre luy un souper et une garse : s’ il gaignoit , aux despens des offrandes ; s’ il perdoit , aux siens .",259,265,,,,
777,Frantext,depens,FR_Spending,Yver:Prnts,"Yver, Jacques, 1520-1572.",Le Printemps (extraits),1557,16th,,traite ou essai,,,55236,"Puis nos amoureux gens - d’ armes , oyans dire que les forces de la Rochelle les venoient assaillir tant par mer que par terre , suyvant le conseil de Floradin ( à qui l’ experience donnoit authorité et créance ) deslogèrent de bonne - heure , s’ acheminans vers Xaintes , et de Xaintes ( qu’ ils estimerent mal - asseuree , comme de fait peu après elle fut prise ) allèrent à Saint Jehan D’ Angely : oû ils eurent la tant désirée publication de la Paix . qui fut cause que chargez de butin ( auquel comme j’ ay dit , ilz s’ estoient tousjours monstrez fort aspres , comme bons serviteurs de Roy ) se retirèrent au chasteau de Floradin et Sereine , oû ils achetèrent aux despens communs un molin à vent pour leur musnier et sa femme , et donnèrent leurs fermes , borderies , et mestairies à tenir et cultiver à leurs serviteurs : et tout pour les bons et aggreables services respectivement .",671,677,,,,
778,Frantext,depens,FR_Spending,DiscoursServitude,"La Boétie, Etienne de, 1530-1563.",Discours de la servitude volontaire ou le Contr'un,1549,16th,,traite,,,34645,"L’ absolutisme en Turquie n’ a jamais été , je crois , aussi attentatoire au grand principe de la sainte égalité que ces prétendus gouvernements représentatifs , enfants bâtards du libéralisme , où bout , à nos dépens , la marmite de ce bon Paul Courrier .",211,216,,,,
779,Frantext,depens,FR_Spending,POE-41,"Du Bellay, Joachim",Le Poète courtisan,1559,16th,,poesie,,,1290,"Tu produiras par tout ceste beste , et , en somme , Aux despens d’ un tel sot , tu seras galland homme .",56,62,,,,
780,Frantext,depens,FR_Spending,Mont:Essais,"Montaigne, Michel Eyquem de",Les Essais,1595,16th,,essai,,,438631,"En nostre Marseille , il se gardoit , au temps passé , du venin préparé à tout de la cigue , aux despens publics , pour ceux qui voudroyent haster leurs jours , ayant premierement approuvé aux six cens , qui estoit leur senat , les raisons de leur entreprise ; ",97,103,,,,
781,Frantext,depens,FR_Spending,MdNv:Hept,"Marguerite, Queen, consort of Henry II, King of Navarre, 1492-1549.",L'Heptaméron,1559,16th,,roman,,,182112,nostre desjeuné est payé aux despens de ce varlet .,29,35,,,,
782,Frantext,depens,FR_Spending,BondP:NRecJdev,"Des Périers, Bonaventure, 1500?-1544?",Les nouvelles récréations et joyeux devis,1557,16th,,traite ou essai,,,92068,"le juge ayant ouy les parties et les raisons d’ une part et d’ aultre , congnoissant la gaudisserie intentée par Chichouan de sa demande , et pour le fol adjournement , le condampna és despens , dommages et interestz du bonhomme , et outre cela en vingt liv . Tournois envers le roy .",185,191,,,,
783,Frantext,depens,FR_Spending,MdNv:Hept,"Marguerite, Queen, consort of Henry II, King of Navarre, 1492-1549.",L'Heptaméron,1559,16th,,roman,,,182112,"ma damoiselle , je viendray dimanche soupper avecq vous , s’ il vous plaist , mais il ne vous fault soulcier que d’ avoir bon pain et bon vin , car j’ ay si bien trompé ung sot Bayonnois , que le demeurant sera à ses despens ; et par ma tromperie , vous feray menger le meilleur jambon de Pasques qui fut jamais mengé dans Paris .",217,226,,,,
784,Frantext,depens,FR_Spending,BondP:NRecJdev,"Des Périers, Bonaventure, 1500?-1544?",Les nouvelles récréations et joyeux devis,1557,16th,,traite ou essai,,,92068,"Toutesfois , par sentence , monsieur l’ official condamna la pauvre jeune fille à prester son beau et joly instrument à son mary pour y besongner et faire ce qu’ il devoit avoir fait la nuit precedante , et sans despens , attendu les qualitez des parties .",212,218,,,,
785,Frantext,depens,FR_Spending,Mont:Essais,"Montaigne, Michel Eyquem de",Les Essais,1595,16th,,essai,,,438631,"Dequoy j’ ay souvent veu l’ experience , et plaisammant , aux despens de ceux qui font profession de ne former autrement leur parole , que selon qu’ il sert aux affaires qu’ ils negotient , et qu’ il plaist aux grands à qui ils parlent .",62,68,,,,
786,Frantext,depens,FR_Spending,Mont:Essais,"Montaigne, Michel Eyquem de",Les Essais,1595,16th,,essai,,,438631,"Et qui pis est , que chacun se sonde au dedans , il trouvera que nos souhaits interieurs pour la plus part naissent et se nourrissent aux despens d’ autruy .",138,144,,,,
787,Frantext,depens,FR_Spending,Yver:Prnts,"Yver, Jacques, 1520-1572.",Le Printemps (extraits),1557,16th,,traite ou essai,,,55236,"Ce qu’ il sceut si finement faire , qu’ il n’ espargna aucunes caresses dignes d’ un vray amy pour festoyer le Sieur D’ Alegres , qui , pour estre françois , avoit le coeur franc et vuide de soupçon , mal adverty que deffiance estoit mere de seureté , aussi en paya il les despens si rigoureux qu’ il apprint autruy à son propre dommage .",273,279,,,,
788,Frantext,depens,FR_Spending,TierL,"Rabelais, François, ca. 1490-1553?.",Le tiers livre.,1546,16th,,poesie,,,54784,"Ordonne la dicte court que chascun se retire en sa chascuniere , sans despens , et pour cause .",70,76,,,,
789,Frantext,depens,FR_Spending,NdFa:Balv,"Du Fail, Noël, 1520?-1591.",Les Baliverneries d'Eutrapel,1548,16th,,roman,,,13166,"Je t’ y meine , je te fais tes despens , je te fais parler au gentil homme , c’ est moy qui le gouverne .",31,37,,,,
790,Frantext,depens,FR_Spending,furnr01,"Furetière, Antoine, 1619-1688.",Roman Bourgeois (Le),1666,17th,,"Narratif, Roman",,,85645,"Ledit Demandeur a dit auoir fait conuenir par deuant Nous les Deffendeurs , pour se voir condamner à luy rendre & restituer vne Pistole d’ or d’ Espagne de poids , & trois pieces de treize sols six deniers legeres , qu’ il auroit mis és mains ce jourd’ huy de ladite Verot , pour en auoir la monnoye , & luy payer quatorze sous de dépense , c’ est à quoy il conclud , & aux dépens .",374,379,,,,
791,Frantext,depens,FR_Spending,Jour1,"Dangeau, Philippe de Courcillon, marquis de, 1638-1720.",Journal T. 1 1684-1685-1686,1686,17th,,memoires,,prose,131667,"L’ affaire des officiers du régiment du roi qui avoient assassiné Lafond l’ été passé a été jugée : la Pipane et Roulier ont été condamnés à mort ; le chevalier de Saché banni à perpétuité ; l’ Estang banni pour sept ans , le chevalier d’ Hocquincourt à servir le roi cinq ans à ses dépens . ",283,288,,,,
792,Frantext,depens,FR_Spending,Pucel,"Chapelain, Jean, 1595-1674.",La Pucelle,1656,17th,,poesie,,vers,113885,"Je ne les nomme point les barbares complices de ce maudit projet , de ces noirs artifices , par qui sont leurs desirs à leur fin parvenus ; à vos propres despens , ils vous sont trop connus . ",154,160,,,,
793,Frantext,depens,FR_Spending,OePo1*,"Viau, Théophile de, 1590-1626.",Oeuvres poétiques. 1re partie,1621,17th,,poesie,,vers,32475,"je veux effrontement avecques mon salaire , nourrir à tes dépens le soucy de me plaire . ",58,63,,,,
794,Frantext,depens,FR_Spending,EpiV2,"Boisrobert, sieur de (François Le Métel), 1592-1662.",Epistres En Vers T. 2,1659,17th,,poesie,,vers,36600,"Avec un droit aussi clair que le jour , sur ma requeste on met un hors de cour sans me sauver les dépens ny l’ amende , et , faisant droit pourtant sur ma demande , par cét arrest je voy qu’ il est porté qu’ on me payera le terme contesté . ",98,103,,,,
795,Frantext,depens,FR_Spending,Satir,"Du Lorens, Jacques, 1580-1655.",Satires de Dulorens,1646,17th,,poesie,,vers,41990,"non qu’ en parlant de moy celuy qui me veut lire ne doive , s’ il m’ en croit , à mes dépens s’ instruire , estant persecuté de méme passion , car je ne bas le chien que devant le lyon . ",86,91,,,,
796,Frantext,depens,FR_Spending,Jour1,"Dangeau, Philippe de Courcillon, marquis de, 1638-1720.",Journal T. 1 1684-1685-1686,1686,17th,,memoires,,prose,131667,"Le roi a nommé Torf , gentilhomme ordinaire , pour les aller recevoir à leur entrée en France , et ils seront défrayés aux dépens de S M .",123,128,,,,
797,Frantext,depens,FR_Spending,Telem,"Fénelon, François de Salignac de La Mothe-, 1651-1715.",Les aventures de Télémaque,1699,17th,,roman,,prose,138152,"Philoclès dit à son ami qu’ il peut parler en confiance à Protésilas sur une chose qu’ il ne désigne que par un chiffre : assurément Protésilas est entré dans le dessein de Philoclès , et ils se sont raccommodés à vos dépens .",218,223,,,,
798,Frantext,depens,FR_Spending,TVRC2,"Abbadie, Jacques, 1654-1727.",Traité de la vérité de la religion chrétienne 2,1684,17th,,traite ou essai,,prose,89563,"Ou comment sachant le fait , auront - ils pû s’ accorder à tromper l’ univers à leurs dépens , et contre leur intérest temporel?",86,91,,,,
799,Frantext,depens,FR_Spending,MemCh,"Le Comte, Louis, 1655-1728.",Nouveaux mémoires sur l'état présent de la Chine,1696,17th,,recit de voyage,,prose,178609,"De plus , ajoûtoit - il , quand il seroit vray que je possedasse le bien d’ autruy , et que j’ eusse fait une faute de m’ enrichir à ses dépens , en quelle conscience puis - je dépoüiller à present mes enfans , et les réduire à la mendicité?",137,142,,,,
800,Frantext,depens,FR_Spending,DoCur,"Garasse, François, 1584-1631.","La doctrine cvrievse des beavx esprits de ce temps, ov, Pretendvs tels",1623,17th,,pamphlet,,prose,244231,"Un fidelle historien de ce temps là nommé Henricus Scholasticus , a escrit que les seuls asnes qui suivoient à la queuë de l’ armée de ce miserable apostat , luy faisoient plus grands despens que toute la cour imperiale , quoy qu’ elle fût grosse extraordinairement : ",184,190,,,,
801,Frantext,depens,FR_Spending,POE-62,"La Fontaine, Jean de, 1621-1695.",Fables,1668,17th,,poesie,,,95949,"Mon bon Monsieur , Apprenez que tout flatteur Vit aux dépens de celui qui l’ écoute .",54,59,,,,
802,Frantext,depens,FR_Spending,Parve,"Béroalde de Verville, 1556-1626.",Le Moyen de Parvenir,1610,17th,,roman,,prose,132536,"Eh bien , j’ estois mignardé ; et , qui plus est , mes servantes et mes valets le faisoient un petit : cela estoit cause que je les trouvois tousjours à la maison à faire leur besongne ; si cela n’ eust poinct esté , ils fussent allez au loin chercher provision , aux despens de tout ce qu’ ils m’ eussent pu desrober .",268,274,,,,
803,Frantext,depens,FR_Spending,POE-62,"La Fontaine, Jean de, 1621-1695.",Fables,1668,17th,,poesie,,,95949,"Tenez , la cour vous donne à chacun une écaille Sans dépens , et qu’ en paix chacun chez soi s’ en aille .",53,58,,,,
804,Frantext,depens,FR_Spending,furnr01,"Furetière, Antoine, 1619-1688.",Roman Bourgeois (Le),1666,17th,,"Narratif, Roman",,,85645,"Et ne vous estonnez pas si i’ ay commerce auec les gens du Palais , & si ie me sers par fois de leurs termes ; car deux mal - heureux procés qui m’ ont obligé de les frequenter , m’ en ont fait apprendre à mes dépens plus que ie n’ en voudrois sçauoir .",210,215,,,,
805,Frantext,depens,FR_Spending,Corr1,"Sévigné, Marie de Rabutin-Chantal, marquise de, 1626-1696.","Correspondance. T. 1, 1646-1675",1675,17th,,correspondance,,prose,257427,Nous avons encore dîné à vos dépens . ,29,34,,,,
806,Frantext,depens,FR_Spending,furnr01,"Furetière, Antoine, 1619-1688.",Roman Bourgeois (Le),1666,17th,,"Narratif, Roman",,,85645,"& pour le regard des trois pieces de treize sols six deniers legeres , reconnoist les auoir euës , offrant les luy rendre en payant quatorze sols que leur doit ledit Prud’ homeau , de dépence ; requerant estre renuoyée auec dépens .",224,229,,,,
807,Frantext,depens,FR_Spending,LeSV2,"Diderot, Denis, 1713-1784.",Lettres à Sophie Volland,1774,18th,,correspondance,,prose,167497,"M Rodier paroît aussi fâché que moi de prolonger à mes dépens la petite pension de cet enfant que j’ ai fait à une femme que je n’ ai jamais vue , bien par l’ opération du saint - esprit ; ",55,60,,,,
808,Frantext,depens,FR_Spending,ThePo,"Holbach, Paul Henri Thiry, baron d', 1723-1789.","Théologie portative, ou, Dictionnaire abrégé de la religion chrétienne",1768,18th,,traite ou essai,,prose,42871,"Moines qui ont juré à Dieu de ne rien posséder en propre , et de vivre aux dépens de ceux qui possedent quelque chose .",75,80,,,,
809,Frantext,depens,FR_Spending,VieMa,"Marivaux, Pierre Carlet de Chamblain de, 1688-1763.","La vie de Mariane, ou, Les aventures de Madame la comtesse de ***",1745,18th,,roman,,prose,211066,"On ne connaît rien aux hommes ; et cet insensé , qui s’ était si peu soucié de ce qu’ il se devait à lui - même , qui n’ avait pas hésité d’ être si lâche à ses dépens , refusa tout net de l’ être aux dépens de sa femme , pour qui sa passion était déjà éteinte .",201,206,,,,
